workflow,inputsize,task,machine,time,memory
methylseq,11897958606,bismark_deduplicate,n1,361,11239424
methylseq,11897958606,bismark_deduplicate,n2,423,11370496
methylseq,11897958606,bismark_methxtract,asok01,18442,41144320
methylseq,11897958606,bismark_methxtract,asok02,18555,41672704
methylseq,11897958606,bismark_methxtract,c2,16238,41578496
methylseq,11897958606,bismark_methxtract,n1,21050,40865792
methylseq,11897958606,bismark_methxtract,n2,17296,41082880
methylseq,11897958606,bismark_report,asok01,1729,12713984
methylseq,11897958606,bismark_report,asok02,1830,49262592
methylseq,11897958606,bismark_report,c2,1312,47222784
methylseq,11897958606,bismark_report,n1,1464,50061312
methylseq,11897958606,bismark_report,n2,1391,39620608
methylseq,11897958606,fastqc,asok01,274672,563908608
methylseq,11897958606,fastqc,asok02,275549,546459648
methylseq,11897958606,fastqc,c2,171531,551235584
methylseq,11897958606,fastqc,n1,185554,577314816
methylseq,11897958606,fastqc,n2,163335,565657600
methylseq,11897958606,qualimap,asok01,8747,158785536
methylseq,11897958606,qualimap,asok02,5743,153452544
methylseq,11897958606,qualimap,c2,2808,139522048
methylseq,11897958606,qualimap,n1,5003,163692544
methylseq,11897958606,qualimap,n2,3423,177147904
methylseq,11897958606,trim_galore,asok01,2092171,261058560
methylseq,11897958606,trim_galore,asok02,2098761,258404352
methylseq,11897958606,trim_galore,c2,1659622,254246912
methylseq,11897958606,trim_galore,n1,2015292,257118208
methylseq,11897958606,trim_galore,n2,1555788,251629568
methylseq,17027257018,bismark_align,asok01,2162654,83329024
methylseq,17027257018,bismark_align,asok02,2086447,83152896
methylseq,17027257018,bismark_align,c2,1227135,82898944
methylseq,17027257018,bismark_align,local,1905875,83046400
methylseq,17027257018,bismark_align,n1,2102638,82845696
methylseq,17027257018,bismark_align,n2,1227135,82898944
methylseq,17027257018,bismark_deduplicate,asok01,1275,16281600
methylseq,17027257018,bismark_deduplicate,asok02,1366,19828736
methylseq,17027257018,bismark_deduplicate,c2,845,3354624
methylseq,17027257018,bismark_deduplicate,local,964,9908224
methylseq,17027257018,bismark_deduplicate,n1,1375,23117824
methylseq,17027257018,bismark_deduplicate,n2,845,3354624
methylseq,17027257018,bismark_methxtract,asok01,33066,57966592
methylseq,17027257018,bismark_methxtract,asok02,33232,57819136
methylseq,17027257018,bismark_methxtract,c2,27593,41369600
methylseq,17027257018,bismark_methxtract,local,30127,41451520
methylseq,17027257018,bismark_methxtract,n1,41910,41435136
methylseq,17027257018,bismark_methxtract,n2,27593,41369600
methylseq,17027257018,bismark_report,asok01,1824,79589376
methylseq,17027257018,bismark_report,asok02,1827,85950464
methylseq,17027257018,bismark_report,c2,1391,43876352
methylseq,17027257018,bismark_report,local,1323,32514048
methylseq,17027257018,bismark_report,n1,1519,12304384
methylseq,17027257018,bismark_report,n2,1391,43876352
methylseq,17027257018,fastqc,asok01,395916,562024448
methylseq,17027257018,fastqc,asok02,399873,568692736
methylseq,17027257018,fastqc,c2,217369,548872192
methylseq,17027257018,fastqc,local,200401,567058432
methylseq,17027257018,fastqc,n1,248478,549597184
methylseq,17027257018,fastqc,n2,217369,548872192
methylseq,17027257018,qualimap,asok01,6974,194469888
methylseq,17027257018,qualimap,asok02,7262,213635072
methylseq,17027257018,qualimap,c2,7243,208846848
methylseq,17027257018,qualimap,local,5006,208265216
methylseq,17027257018,qualimap,n1,8348,234176512
methylseq,17027257018,qualimap,n2,7243,208846848
methylseq,17027257018,trim_galore,asok01,3010738,265957376
methylseq,17027257018,trim_galore,asok02,3005827,256659456
methylseq,17027257018,trim_galore,c2,2284606,260722688
methylseq,17027257018,trim_galore,local,2250032,251518976
methylseq,17027257018,trim_galore,n1,2991902,319037440
methylseq,17027257018,trim_galore,n2,2284606,260722688
methylseq,22500260922,bismark_align,asok01,2781973,83136512
methylseq,22500260922,bismark_align,asok02,2752993,83296256
methylseq,22500260922,bismark_align,c2,1855418,82407424
methylseq,22500260922,bismark_align,local,2628836,82808832
methylseq,22500260922,bismark_align,n1,2748397,81997824
methylseq,22500260922,bismark_align,n2,1855418,82407424
methylseq,22500260922,bismark_deduplicate,asok01,1067,11100160
methylseq,22500260922,bismark_deduplicate,asok02,1265,14462976
methylseq,22500260922,bismark_deduplicate,c2,769,3125248
methylseq,22500260922,bismark_deduplicate,local,1164,19054592
methylseq,22500260922,bismark_deduplicate,n1,1002,3186688
methylseq,22500260922,bismark_deduplicate,n2,769,3125248
methylseq,22500260922,bismark_methxtract,asok01,29692,40636416
methylseq,22500260922,bismark_methxtract,asok02,29754,41611264
methylseq,22500260922,bismark_methxtract,c2,24657,41779200
methylseq,22500260922,bismark_methxtract,local,27424,41381888
methylseq,22500260922,bismark_methxtract,n1,37007,41185280
methylseq,22500260922,bismark_methxtract,n2,24657,41779200
methylseq,22500260922,bismark_report,asok01,1758,78770176
methylseq,22500260922,bismark_report,asok02,1810,12693504
methylseq,22500260922,bismark_report,c2,1407,12619776
methylseq,22500260922,bismark_report,local,1311,12541952
methylseq,22500260922,bismark_report,n1,1622,45035520
methylseq,22500260922,bismark_report,n2,1407,12619776
methylseq,22500260922,fastqc,asok01,527332,581181440
methylseq,22500260922,fastqc,asok02,526874,567128064
methylseq,22500260922,fastqc,c2,303583,576438272
methylseq,22500260922,fastqc,local,261373,551223296
methylseq,22500260922,fastqc,n1,336567,554020864
methylseq,22500260922,fastqc,n2,303583,576438272
methylseq,22500260922,qualimap,asok01,6654,211193856
methylseq,22500260922,qualimap,asok02,6614,202518528
methylseq,22500260922,qualimap,c2,4822,214028288
methylseq,22500260922,qualimap,local,4506,219557888
methylseq,22500260922,qualimap,n1,8151,174063616
methylseq,22500260922,qualimap,n2,4822,214028288
methylseq,22500260922,trim_galore,asok01,3935054,260788224
methylseq,22500260922,trim_galore,asok02,3952612,261857280
methylseq,22500260922,trim_galore,c2,3030092,256253952
methylseq,22500260922,trim_galore,local,2932087,258478080
methylseq,22500260922,trim_galore,n1,3922086,262057984
methylseq,22500260922,trim_galore,n2,3030092,256253952
methylseq,110641579976,bismark_align,asok01,13542148,77688832
methylseq,110641579976,bismark_align,asok02,13779034,80125952
methylseq,110641579976,bismark_align,c2,7385288,79405056
methylseq,110641579976,bismark_align,n1,14160152,79134720
methylseq,110641579976,bismark_align,n2,8470013,79200256
methylseq,110641579976,bismark_deduplicate,asok01,512,3133440
methylseq,110641579976,bismark_deduplicate,asok02,162,3338240
methylseq,110641579976,bismark_deduplicate,c2,225,3239936
methylseq,110641579976,bismark_deduplicate,n1,273,3104768
methylseq,110641579976,bismark_deduplicate,n2,177,3502080
methylseq,110641579976,bismark_methxtract,asok01,13952,24813568
methylseq,110641579976,bismark_methxtract,asok02,13536,28237824
methylseq,110641579976,bismark_methxtract,c2,13273,24453120
methylseq,110641579976,bismark_methxtract,n1,13603,24600576
methylseq,110641579976,bismark_methxtract,n2,13342,24444928
methylseq,110641579976,bismark_report,asok01,1840,12570624
methylseq,110641579976,bismark_report,asok02,1810,53760000
methylseq,110641579976,bismark_report,c2,1293,34275328
methylseq,110641579976,bismark_report,n1,1542,22020096
methylseq,110641579976,bismark_report,n2,1352,28246016
methylseq,110641579976,fastqc,asok01,2422379,462983168
methylseq,110641579976,fastqc,asok02,2456237,579325952
methylseq,110641579976,fastqc,c2,1633882,595812352
methylseq,110641579976,fastqc,n1,1659758,574914560
methylseq,110641579976,fastqc,n2,1315640,555151360
methylseq,110641579976,qualimap,asok01,5793,120188928
methylseq,110641579976,qualimap,asok02,6350,120303616
methylseq,110641579976,qualimap,c2,3153,96788480
methylseq,110641579976,qualimap,n1,4174,106741760
methylseq,110641579976,qualimap,n2,2969,106037248
methylseq,110641579976,trim_galore,asok01,18540595,261603328
methylseq,110641579976,trim_galore,asok02,18517728,272166912
methylseq,110641579976,trim_galore,c2,12401584,263147520
methylseq,110641579976,trim_galore,n1,17681956,266649600
methylseq,110641579976,trim_galore,n2,13572433,263094272
